Transaction ID,Sender Account ID,Receiver Account ID,Transaction Amount,Transaction Type,Timestamp,Transaction Status,Fraud Flag,Geolocation (Latitude/Longitude),Device Used
TXN9430193570,ACC18315,ACC68473,480.26,Deposit,1/17/2025 10:13,Failed,TRUE,"40.7128 N, -118.2437 W",Mobile
TXN6154853073,ACC37651,ACC65346,1446.89,Withdrawal,1/17/2025 10:15,Failed,TRUE,"55.7558 N, -118.2437 W",Mobile
TXN8166922226,ACC26967,ACC15608,72.36,Withdrawal,1/17/2025 10:19,Failed,FALSE,"55.7558 N, 0.1278 W",Mobile
TXN1289142632,ACC66840,ACC46222,1177.64,Transfer,1/17/2025 10:32,Success,FALSE,"34.0522 N, -118.2437 W",Desktop
TXN8741905833,ACC67128,ACC77786,1495.01,Transfer,1/17/2025 10:46,Success,TRUE,"35.6895 N, 0.1278 W",Mobile
TXN4267987212,ACC31799,ACC80677,235.44,Withdrawal,1/17/2025 10:49,Failed,TRUE,"51.5074 N, 0.1278 W",Mobile
TXN2821070438,ACC57649,ACC31216,572.09,Transfer,1/17/2025 10:07,Failed,FALSE,"35.6895 N, 0.1278 W",Mobile
TXN1672215014,ACC57995,ACC32223,513.84,Withdrawal,1/17/2025 10:25,Success,TRUE,"55.7558 N, 37.6173 W",Mobile
TXN8113502181,ACC67528,ACC13653,899.08,Deposit,1/17/2025 10:09,Failed,FALSE,"48.8566 N, 139.6917 W",Desktop
TXN9237255174,ACC54120,ACC50698,765.31,Deposit,1/17/2025 10:13,Success,TRUE,"34.0522 N, 0.1278 W",Desktop
TXN3528546769,ACC13553,ACC11678,677.07,Transfer,1/17/2025 10:39,Failed,FALSE,"51.5074 N, 0.1278 W",Desktop
TXN5396087707,ACC18004,ACC86789,1468.89,Transfer,1/17/2025 10:14,Success,FALSE,"40.7128 N, 0.1278 W",Mobile
TXN7046403704,ACC90900,ACC53471,1344.01,Withdrawal,1/17/2025 10:46,Failed,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN6246207885,ACC34364,ACC98698,571.22,Transfer,1/17/2025 10:23,Success,FALSE,"55.7558 N, 37.6173 W",Desktop
TXN3337399700,ACC13343,ACC89104,1480.16,Deposit,1/17/2025 10:24,Success,FALSE,"55.7558 N, -74.006 W",Mobile
TXN5508021804,ACC93597,ACC89011,980.64,Deposit,1/17/2025 10:50,Failed,FALSE,"35.6895 N, 139.6917 W",Desktop
TXN5377295849,ACC94970,ACC40110,989.51,Withdrawal,1/17/2025 10:17,Success,TRUE,"51.5074 N, 0.1278 W",Mobile
TXN5873377008,ACC25767,ACC52947,724.95,Withdrawal,1/17/2025 10:45,Success,FALSE,"55.7558 N, 139.6917 W",Mobile
TXN6379637727,ACC88149,ACC56767,437.44,Transfer,1/17/2025 10:41,Failed,TRUE,"55.7558 N, 139.6917 W",Mobile
TXN6032073253,ACC29569,ACC67695,1149.48,Transfer,1/17/2025 10:07,Success,FALSE,"35.6895 N, -118.2437 W",Mobile
TXN4435141979,ACC29421,ACC13222,1279.44,Transfer,1/17/2025 10:49,Success,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN2596037056,ACC51541,ACC16323,1240.14,Withdrawal,1/17/2025 10:20,Failed,TRUE,"40.7128 N, -74.006 W",Mobile
TXN2003291230,ACC54543,ACC59805,1303.52,Withdrawal,1/17/2025 10:56,Failed,TRUE,"55.7558 N, 37.6173 W",Mobile
TXN3688688205,ACC66486,ACC23899,526.37,Withdrawal,1/17/2025 10:53,Failed,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN2239357669,ACC97992,ACC87898,1269.91,Withdrawal,1/17/2025 10:27,Failed,FALSE,"34.0522 N, 37.6173 W",Desktop
TXN5485668345,ACC46185,ACC54485,616.37,Transfer,1/17/2025 10:48,Failed,TRUE,"48.8566 N, 139.6917 W",Desktop
TXN1251635719,ACC66754,ACC83421,196.79,Transfer,1/17/2025 10:58,Success,FALSE,"51.5074 N, 139.6917 W",Mobile
TXN6762132763,ACC88711,ACC75053,252.77,Withdrawal,1/17/2025 10:03,Failed,TRUE,"48.8566 N, -74.006 W",Desktop
TXN8623160750,ACC77809,ACC75035,762.47,Withdrawal,1/17/2025 10:48,Failed,FALSE,"35.6895 N, 2.3522 W",Mobile
TXN5936318239,ACC34015,ACC98334,1349.84,Withdrawal,1/17/2025 10:52,Success,TRUE,"40.7128 N, 139.6917 W",Mobile
TXN9200557220,ACC11202,ACC23780,140,Transfer,1/17/2025 10:19,Failed,TRUE,"35.6895 N, 37.6173 W",Desktop
TXN6966473752,ACC90065,ACC76152,1406.15,Transfer,1/17/2025 10:56,Failed,FALSE,"40.7128 N, -74.006 W",Desktop
TXN7094903743,ACC67955,ACC99356,929.9,Transfer,1/17/2025 10:19,Success,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN8282202403,ACC89596,ACC40926,315.13,Withdrawal,1/17/2025 10:46,Failed,FALSE,"35.6895 N, 0.1278 W",Mobile
TXN2346550714,ACC59386,ACC31436,275.22,Deposit,1/17/2025 10:43,Success,FALSE,"40.7128 N, 139.6917 W",Mobile
TXN3001048865,ACC64461,ACC44992,1054.67,Transfer,1/17/2025 10:38,Success,FALSE,"48.8566 N, -74.006 W",Desktop
TXN3954388296,ACC33685,ACC32275,1258.41,Transfer,1/17/2025 10:14,Success,FALSE,"40.7128 N, 0.1278 W",Mobile
TXN4350246343,ACC81201,ACC20704,217.56,Transfer,1/17/2025 10:35,Success,TRUE,"48.8566 N, 0.1278 W",Mobile
TXN3226960880,ACC83398,ACC99759,1174.55,Transfer,1/17/2025 10:44,Failed,FALSE,"40.7128 N, 2.3522 W",Mobile
TXN7891760943,ACC69922,ACC52904,1042.62,Transfer,1/17/2025 10:43,Failed,TRUE,"40.7128 N, 2.3522 W",Desktop
TXN1937189886,ACC43888,ACC87309,51.89,Deposit,1/17/2025 10:34,Failed,FALSE,"48.8566 N, -74.006 W",Mobile
TXN4264661286,ACC52163,ACC31994,757.11,Withdrawal,1/17/2025 10:31,Failed,TRUE,"34.0522 N, -118.2437 W",Desktop
TXN3465692464,ACC53784,ACC66043,802.33,Transfer,1/17/2025 10:39,Success,TRUE,"51.5074 N, -118.2437 W",Desktop
TXN5769283480,ACC14634,ACC44684,556.32,Transfer,1/17/2025 11:00,Failed,TRUE,"48.8566 N, 37.6173 W",Mobile
TXN8525219190,ACC54648,ACC11205,256.48,Withdrawal,1/17/2025 10:14,Failed,TRUE,"55.7558 N, 139.6917 W",Desktop
TXN9707155018,ACC68228,ACC39270,538.85,Deposit,1/17/2025 10:40,Success,FALSE,"48.8566 N, -118.2437 W",Desktop
TXN1600361546,ACC83231,ACC28803,703.98,Withdrawal,1/17/2025 10:54,Success,TRUE,"34.0522 N, -74.006 W",Desktop
TXN5364984512,ACC68793,ACC11919,573.31,Deposit,1/17/2025 11:00,Success,TRUE,"51.5074 N, -118.2437 W",Desktop
TXN9190915445,ACC22862,ACC56214,1317.9,Deposit,1/17/2025 10:11,Failed,FALSE,"48.8566 N, 0.1278 W",Mobile
TXN9993789277,ACC93052,ACC75393,717.18,Deposit,1/17/2025 10:13,Success,FALSE,"55.7558 N, 0.1278 W",Mobile
TXN4326221784,ACC81249,ACC67099,585.21,Withdrawal,1/17/2025 10:33,Success,TRUE,"55.7558 N, -118.2437 W",Mobile
TXN3052947958,ACC14822,ACC75071,370.03,Withdrawal,1/17/2025 10:25,Success,FALSE,"35.6895 N, -74.006 W",Desktop
TXN1092084478,ACC81497,ACC20308,1091.12,Deposit,1/17/2025 10:38,Success,TRUE,"55.7558 N, 37.6173 W",Mobile
TXN9572905121,ACC17884,ACC81417,1181.48,Transfer,1/17/2025 10:39,Failed,TRUE,"34.0522 N, 37.6173 W",Mobile
TXN5843964744,ACC50985,ACC96391,614.35,Deposit,1/17/2025 10:46,Failed,FALSE,"34.0522 N, 2.3522 W",Mobile
TXN7450665604,ACC66864,ACC51253,459.03,Deposit,1/17/2025 10:38,Success,TRUE,"51.5074 N, 0.1278 W",Mobile
TXN8164649264,ACC91303,ACC96936,570.25,Withdrawal,1/17/2025 10:55,Failed,FALSE,"34.0522 N, 37.6173 W",Mobile
TXN5795848137,ACC91551,ACC53217,1080.96,Withdrawal,1/17/2025 10:24,Success,TRUE,"55.7558 N, 0.1278 W",Desktop
TXN8343278895,ACC34139,ACC73264,206.11,Withdrawal,1/17/2025 10:39,Success,FALSE,"34.0522 N, 37.6173 W",Desktop
TXN6206308673,ACC50016,ACC16610,906.4,Transfer,1/17/2025 10:09,Failed,FALSE,"48.8566 N, 139.6917 W",Desktop
TXN5071554698,ACC30548,ACC13373,1234.97,Deposit,1/17/2025 10:26,Success,FALSE,"35.6895 N, -74.006 W",Desktop
TXN6341592948,ACC32012,ACC88630,864.07,Transfer,1/17/2025 10:48,Success,FALSE,"34.0522 N, 0.1278 W",Desktop
TXN6010804010,ACC59380,ACC52745,1168.41,Withdrawal,1/17/2025 11:00,Failed,FALSE,"48.8566 N, 139.6917 W",Mobile
TXN6766899632,ACC22489,ACC48565,1063.01,Transfer,1/17/2025 10:31,Success,FALSE,"55.7558 N, -74.006 W",Mobile
TXN3026357479,ACC96637,ACC45161,578.36,Withdrawal,1/17/2025 10:41,Failed,TRUE,"34.0522 N, 0.1278 W",Mobile
TXN9295124367,ACC79913,ACC57156,389.42,Withdrawal,1/17/2025 10:27,Failed,TRUE,"55.7558 N, -74.006 W",Mobile
TXN1661230242,ACC56152,ACC48714,559.62,Deposit,1/17/2025 10:25,Failed,TRUE,"51.5074 N, -118.2437 W",Mobile
TXN1971749955,ACC51032,ACC88363,176.97,Deposit,1/17/2025 10:26,Success,TRUE,"51.5074 N, -74.006 W",Mobile
TXN7902609594,ACC80258,ACC57380,537.6,Transfer,1/17/2025 10:12,Success,TRUE,"34.0522 N, 2.3522 W",Mobile
TXN7992166468,ACC58190,ACC24649,561.3,Withdrawal,1/17/2025 10:08,Failed,TRUE,"35.6895 N, 139.6917 W",Desktop
TXN4342664555,ACC90317,ACC33256,1135.83,Transfer,1/17/2025 10:25,Failed,TRUE,"40.7128 N, -74.006 W",Mobile
TXN8112417243,ACC77643,ACC94743,499.93,Transfer,1/17/2025 10:51,Success,TRUE,"55.7558 N, 0.1278 W",Desktop
TXN1337209397,ACC47312,ACC44295,889.23,Withdrawal,1/17/2025 10:55,Success,TRUE,"34.0522 N, 0.1278 W",Desktop
TXN3239483041,ACC69369,ACC27407,638.84,Withdrawal,1/17/2025 10:04,Success,FALSE,"35.6895 N, 139.6917 W",Desktop
TXN8594411611,ACC61170,ACC73104,1456.87,Deposit,1/17/2025 10:26,Failed,TRUE,"48.8566 N, 2.3522 W",Mobile
TXN6822123619,ACC71070,ACC58930,561.06,Deposit,1/17/2025 10:11,Failed,TRUE,"40.7128 N, 139.6917 W",Desktop
TXN6454901818,ACC18477,ACC35128,1465.1,Transfer,1/17/2025 10:45,Failed,FALSE,"48.8566 N, 2.3522 W",Desktop
TXN3094737504,ACC55747,ACC43787,753.03,Transfer,1/17/2025 10:11,Success,TRUE,"40.7128 N, -74.006 W",Mobile
TXN1325800005,ACC53355,ACC88440,1421.77,Deposit,1/17/2025 10:03,Failed,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN3721860915,ACC35584,ACC13364,1293.2,Transfer,1/17/2025 10:47,Failed,TRUE,"40.7128 N, -74.006 W",Desktop
TXN8960596167,ACC77337,ACC14932,1080.33,Transfer,1/17/2025 10:59,Success,FALSE,"48.8566 N, 2.3522 W",Desktop
TXN8567860618,ACC30119,ACC99246,976.88,Withdrawal,1/17/2025 10:20,Success,FALSE,"35.6895 N, -118.2437 W",Desktop
TXN2567753845,ACC79919,ACC39708,1250.33,Deposit,1/17/2025 10:51,Success,TRUE,"34.0522 N, 139.6917 W",Mobile
TXN1783258965,ACC79528,ACC94835,560.21,Deposit,1/17/2025 10:45,Failed,TRUE,"55.7558 N, 37.6173 W",Mobile
TXN6569078109,ACC59886,ACC77651,604.58,Withdrawal,1/17/2025 10:43,Failed,FALSE,"35.6895 N, 0.1278 W",Mobile
TXN2359071560,ACC14335,ACC98744,724.63,Deposit,1/17/2025 10:29,Success,FALSE,"35.6895 N, 139.6917 W",Desktop
TXN8283960952,ACC82403,ACC83827,486.01,Transfer,1/17/2025 10:47,Success,TRUE,"34.0522 N, 0.1278 W",Mobile
TXN4210826474,ACC11545,ACC80855,883.68,Transfer,1/17/2025 10:04,Failed,TRUE,"35.6895 N, 2.3522 W",Mobile
TXN6009434046,ACC39012,ACC39126,750.92,Transfer,1/17/2025 10:23,Success,TRUE,"51.5074 N, 37.6173 W",Desktop
TXN1719512608,ACC73354,ACC33847,1065.66,Deposit,1/17/2025 10:59,Success,TRUE,"40.7128 N, 2.3522 W",Desktop
TXN6960545700,ACC94010,ACC90072,475.88,Withdrawal,1/17/2025 10:45,Failed,FALSE,"34.0522 N, 139.6917 W",Desktop
TXN4205537111,ACC84409,ACC68618,1121.31,Transfer,1/17/2025 10:38,Failed,FALSE,"55.7558 N, 37.6173 W",Mobile
TXN4387242707,ACC62867,ACC58378,308.66,Withdrawal,1/17/2025 10:48,Success,FALSE,"35.6895 N, -118.2437 W",Desktop
TXN1231957148,ACC22767,ACC15053,841.79,Withdrawal,1/17/2025 10:16,Success,TRUE,"35.6895 N, -74.006 W",Mobile
TXN5388880723,ACC99165,ACC71591,189.14,Transfer,1/17/2025 10:26,Failed,TRUE,"40.7128 N, 2.3522 W",Desktop
TXN2331276401,ACC97833,ACC23301,1054.35,Deposit,1/17/2025 10:59,Success,FALSE,"48.8566 N, -74.006 W",Desktop
TXN2332983910,ACC19647,ACC41163,1483.09,Transfer,1/17/2025 10:51,Failed,FALSE,"48.8566 N, 0.1278 W",Desktop
TXN9541784204,ACC84924,ACC47753,645.4,Withdrawal,1/17/2025 10:23,Failed,FALSE,"34.0522 N, 2.3522 W",Desktop
TXN9572855642,ACC79077,ACC60005,536.4,Transfer,1/17/2025 10:35,Success,TRUE,"51.5074 N, -118.2437 W",Mobile
TXN1422419582,ACC99315,ACC69134,1098.59,Transfer,1/17/2025 10:55,Failed,TRUE,"48.8566 N, 2.3522 W",Desktop
TXN5779708393,ACC50669,ACC36490,1096.78,Transfer,1/17/2025 10:01,Success,TRUE,"35.6895 N, 2.3522 W",Desktop
TXN4181704626,ACC95406,ACC83717,258.8,Deposit,1/17/2025 10:32,Failed,TRUE,"35.6895 N, -74.006 W",Desktop
TXN8861420026,ACC49511,ACC53019,1372.5,Transfer,1/17/2025 10:56,Failed,TRUE,"35.6895 N, 2.3522 W",Desktop
TXN3799698655,ACC24754,ACC27643,549.88,Deposit,1/17/2025 10:02,Success,FALSE,"48.8566 N, 139.6917 W",Desktop
TXN7810281706,ACC22851,ACC79506,472.7,Transfer,1/17/2025 10:58,Failed,TRUE,"51.5074 N, 139.6917 W",Desktop
TXN9850226469,ACC37786,ACC76771,296.54,Transfer,1/17/2025 10:53,Failed,TRUE,"48.8566 N, 37.6173 W",Mobile
TXN3750511080,ACC88972,ACC28381,435.39,Transfer,1/17/2025 10:42,Failed,TRUE,"48.8566 N, 37.6173 W",Desktop
TXN1548767950,ACC11070,ACC77895,1445.47,Deposit,1/17/2025 10:53,Failed,FALSE,"51.5074 N, -74.006 W",Desktop
TXN6414718450,ACC40091,ACC54913,334.45,Transfer,1/17/2025 10:55,Failed,TRUE,"40.7128 N, 139.6917 W",Desktop
TXN5456147067,ACC30350,ACC43122,457.97,Transfer,1/17/2025 10:22,Success,FALSE,"51.5074 N, 139.6917 W",Desktop
TXN7966767439,ACC88548,ACC75385,1304.37,Transfer,1/17/2025 10:44,Failed,TRUE,"34.0522 N, 2.3522 W",Desktop
TXN2768153137,ACC45808,ACC45800,936.43,Transfer,1/17/2025 10:34,Success,FALSE,"40.7128 N, -74.006 W",Mobile
TXN5246873289,ACC42742,ACC85405,1228,Withdrawal,1/17/2025 10:23,Failed,TRUE,"51.5074 N, 37.6173 W",Mobile
TXN8359126525,ACC48193,ACC86891,615.2,Deposit,1/17/2025 10:01,Success,FALSE,"34.0522 N, -74.006 W",Desktop
TXN4034217983,ACC88799,ACC48171,1231.61,Deposit,1/17/2025 10:46,Success,TRUE,"48.8566 N, -74.006 W",Desktop
TXN2357448364,ACC53364,ACC51280,349.49,Withdrawal,1/17/2025 10:26,Failed,FALSE,"34.0522 N, 37.6173 W",Desktop
TXN3342617288,ACC99232,ACC40298,454.59,Deposit,1/17/2025 10:25,Success,TRUE,"34.0522 N, -74.006 W",Desktop
TXN7830195715,ACC24247,ACC15009,657.19,Deposit,1/17/2025 10:01,Failed,FALSE,"55.7558 N, -74.006 W",Desktop
TXN8864740605,ACC16485,ACC31111,1149.81,Deposit,1/17/2025 10:34,Success,TRUE,"35.6895 N, 37.6173 W",Mobile
TXN8449877320,ACC33934,ACC55639,298.71,Withdrawal,1/17/2025 10:54,Failed,FALSE,"40.7128 N, 2.3522 W",Desktop
TXN1640299129,ACC32963,ACC77206,1060.59,Withdrawal,1/17/2025 10:17,Success,FALSE,"34.0522 N, 2.3522 W",Desktop
TXN9838700245,ACC99387,ACC82129,988.73,Withdrawal,1/17/2025 10:39,Success,TRUE,"48.8566 N, 0.1278 W",Desktop
